data/input/Synth_OASIS-2_3d/subject0000/subject0000.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0000/subject0000.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0000/subject0000.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0000/subject0000.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0000/subject0000.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0000/subject0000.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0000/subject0000.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0000/subject0000.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0000/subject0000.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0000/subject0000.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0001/subject0001.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0001/subject0001.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0001/subject0001.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0001/subject0001.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0001/subject0001.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0001/subject0001.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0001/subject0001.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0001/subject0001.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0001/subject0001.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0001/subject0001.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0002/subject0002.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0002/subject0002.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0002/subject0002.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0002/subject0002.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0002/subject0002.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0002/subject0002.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0002/subject0002.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0002/subject0002.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0002/subject0002.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0002/subject0002.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0003/subject0003.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0003/subject0003.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0003/subject0003.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0003/subject0003.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0003/subject0003.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0003/subject0003.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0003/subject0003.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0003/subject0003.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0003/subject0003.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0003/subject0003.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0004/subject0004.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0004/subject0004.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0004/subject0004.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0004/subject0004.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0004/subject0004.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0004/subject0004.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0004/subject0004.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0004/subject0004.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0004/subject0004.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0004/subject0004.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0005/subject0005.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0005/subject0005.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0005/subject0005.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0005/subject0005.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0005/subject0005.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0005/subject0005.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0005/subject0005.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0005/subject0005.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0005/subject0005.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0005/subject0005.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0006/subject0006.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0006/subject0006.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0006/subject0006.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0006/subject0006.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0006/subject0006.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0006/subject0006.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0006/subject0006.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0006/subject0006.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0006/subject0006.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0006/subject0006.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0007/subject0007.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0007/subject0007.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0007/subject0007.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0007/subject0007.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0007/subject0007.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0007/subject0007.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0007/subject0007.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0007/subject0007.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0007/subject0007.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0007/subject0007.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0008/subject0008.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0008/subject0008.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0008/subject0008.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0008/subject0008.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0008/subject0008.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0008/subject0008.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0008/subject0008.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0008/subject0008.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0008/subject0008.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0008/subject0008.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0009/subject0009.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0009/subject0009.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0009/subject0009.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0009/subject0009.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0009/subject0009.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0009/subject0009.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0009/subject0009.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0009/subject0009.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0009/subject0009.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0009/subject0009.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0010/subject0010.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0010/subject0010.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0010/subject0010.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0010/subject0010.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0010/subject0010.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0010/subject0010.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0010/subject0010.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0010/subject0010.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0010/subject0010.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0010/subject0010.time4.labels.mgz
data/input/Synth_OASIS-2_3d/subject0011/subject0011.time0.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0011/subject0011.time0.labels.mgz,data/input/Synth_OASIS-2_3d/subject0011/subject0011.time1.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0011/subject0011.time1.labels.mgz,data/input/Synth_OASIS-2_3d/subject0011/subject0011.time2.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0011/subject0011.time2.labels.mgz,data/input/Synth_OASIS-2_3d/subject0011/subject0011.time3.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0011/subject0011.time3.labels.mgz,data/input/Synth_OASIS-2_3d/subject0011/subject0011.time4.intensity.mgz,data/input/Synth_OASIS-2_3d/subject0011/subject0011.time4.labels.mgz
